Entry No.,Headword,No.,Syllabary,Practical,Simple phonetics,Tone and length 1,Tone and length 2,Part of speech,Part of speech ch,Grammar sub entry,Grammar note,Translation 1A,Translation 1B,Translation 1C,Translation 1D,Translation 1E,Translation 1F,Translation 1G,Translation 1H,Translation 1 sub entry,Translation 2A,Translation 2B,Translation 2C,Translation 2D,Translation 2 sub entry,Translation 3A,Translation 3B,Translation 3C,Translation 3D,Translation 3 sub entry,English gloss 1,English gloss 2,English gloss 3,English gloss 4,Variant 1,Variant 2,Variant 3,Variant 4,Variant 5,Variant 6,Variant 7,Variant 8,Word audio,Sentence 1 audio,Sentence-1 SYLL,Sentence-1 PHON,Sentence-1 ENGL,Sentence 2 audio,Sentence-2 SYLL,Sentence-2 PHON,Sentence-2 ENGL,Sentence 3 audio,Sentence-3 SYLL,Sentence-3 PHON,Sentence-3 ENGL,Source of sentence 1,Source of sentence 2,Source of sentence 3,Speaker of sentence 1,Speaker of sentence 2,Speaker of sentence 3,Notes on speaker of sentence 1,Notes on speaker of sentence 2,Notes on speaker of sentence 3,Status
848.5,ᎦᏰᏍᎪᎢ,848,ᎦᏰᏍᎪᎢ,gahyesgo’i,ga-ye-s-go-i,gahyésgó’i,ga:hyé:sgó:’i,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular present habitual,,he/she eats it,,,,,,,,refers to a flexible object,,,,,,,,,,,eat,,,,gayesgo’i,,,,,,,,,Sentence_for_entry_0848.m4a,ᎦᏙ ᎤᏍᏗ *ᎦᏰᎠ* ᏥᏍᏚ?,gado u:sdi *à:gí’a* ji:sdû,What is the rabbit *eating?*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
848.6,ᎯᏯᏯᎦ,848,ᎯᏯᏯᎦ,hiyayaga,hi-ya-ya-ga,hiyàyạga,hi:yà:yaga,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,imperative with animate direct objects,,eat it!,,,,,,,,refers to a flexible object that’s been killed,,,,,,,,,,,eat,,,,,,,,,,,,,Sentence_for_entry_0848.m4a,ᎦᏙ ᎤᏍᏗ *ᎦᏰᎠ* ᏥᏍᏚ?,gado u:sdi *à:gí’a* ji:sdû,What is the rabbit *eating?*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
848.7,ᎯᏯᎦ,848,ᎯᏯᎦ,hihyaga,hi-ya-ga,hihyạga,hi:hyaga,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,1st person singular with inanimate object,,eat it,,,,,,,,refers to a flexible object‚,,,,,,,,,,,eat,,,,hiyaga,,,,,,,,,Sentence_for_entry_0848.m4a,ᎦᏙ ᎤᏍᏗ *ᎦᏰᎠ* ᏥᏍᏚ?,gado u:sdi *à:gí’a* ji:sdû,What is the rabbit *eating?*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
848.8,ᎤᏩᏰᏍᏗ,848,ᎤᏩᏰᏍᏗ,uwahyesdi,u-wa-ye-s-di,ụwahyèsdi,uwa:hyè:sdi,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular infinitive,,to eat it,,,,,,,,refers to a flexible object,,,,,,,,,,,eat,,,,uwayesdi,,,,,,,,,Sentence_for_entry_0848.m4a,ᎦᏙ ᎤᏍᏗ *ᎦᏰᎠ* ᏥᏍᏚ?,gado u:sdi *à:gí’a* ji:sdû,What is the rabbit *eating?*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
849.1,ᎦᏰᏍᏗ,849,ᎦᏰᏍᏗ,gahyesdi,ga-ye-s-di,gahye̋sdi,ga:hye̋:sdi,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,singular,,something to eat,,,,,,,,refers to something flexible,,,,,,,,,,,eat,something to eat,,,gayesdi,,,,,,,,0849.1.m4a,Sentence_for_entry_0849.m4a,ᎠᏂᏤ ᏚᏯ ᎠᏃᏍᏓ *ᏗᎦᏰᏍᏗ.*,ani:je̋ tǔ:ya anő:sda *diga:hye̋:sdi*,Green beans are good *to eat.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Loretta King,,,Cherokee Nation translation specialist.,,,APPROVED
849.2,ᏗᎦᏰᏍᏗ,849,ᏗᎦᏰᏍᏗ,digahyesdi,di-ga-ye-s-di,dịgahye̋sdi,diga:hye̋:sdi,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,plural,,thing to eat,,,,,,,,refers to things that are flexible,,,,,,,,,,,eat,something to eat,,,digayesdi,,,,,,,,,Sentence_for_entry_0849.m4a,ᎠᏂᏤ ᏚᏯ ᎠᏃᏍᏓ *ᏗᎦᏰᏍᏗ.*,ani:je̋ tǔ:ya anő:sda *diga:hye̋:sdi*,Green beans are good *to eat.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Loretta King,,,Cherokee Nation translation specialist.,,,APPROVED
850.1,ᎦᏣᎦᎵᎭ,850,ᎦᏣᎦᎵᎭ,gajagaliha,ga-tsa-ga-li-ha,gajạgạlị́ha,ga:jagalíha,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular,,he/she is ripping it,,,,,,,,,,,,,,,,,,,rip,,,,gatsagaliha,,,,,,,,,Sentence_for_entry_0850.m4a,ᎤᏪᏘ ᎠᎿᏬ *ᎤᏩᏣᎦᎸᎲ* ᏓᏆᎴᎳ ᎤᏅᎦᎸᏙᏗ.,uwe̋:ti ahnawó: *ù:wa:jagalv:hv́* dagwalé:la u:nv̋:gahldohdi,*He ripped* an old cloth to wash the car with.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
850.2,ᏥᏣᎦᎵᎠ,850,ᏥᏣᎦᎵᎠ,jijagali’a,tsi-tsa-ga-li-a,jijạgạlí’a,ji:jagalí:’a,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,1st person singular with animate/ inanimate object,,I’m ripping it,,,,,,,,,,,,,,,,,,,rip,,,,tsitsagali’a,,,,,,,,,Sentence_for_entry_0850.m4a,ᎤᏪᏘ ᎠᎿᏬ *ᎤᏩᏣᎦᎸᎲ* ᏓᏆᎴᎳ ᎤᏅᎦᎸᏙᏗ.,uwe̋:ti ahnawó: *ù:wa:jagalv:hv́* dagwalé:la u:nv̋:gahldohdi,*He ripped* an old cloth to wash the car with.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
850.3,ᎤᏩᏣᎦᎸᎲᎢ,850,ᎤᏩᏣᎦᎸᎲᎢ,uwajagalvhv’i,u-wa-tsa-ga-lv-hv-i,ùwajạgạlvhv̌’i,ù:wa:jagalv:hv̌:’i,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular non-progressive remote past tense,,he/she ripped it,,,,,,,,,,,,,,,,,,,rip,,,,uwatsagalvhv’i,,,,,,,,,Sentence_for_entry_0850.m4a,ᎤᏪᏘ ᎠᎿᏬ *ᎤᏩᏣᎦᎸᎲ* ᏓᏆᎴᎳ ᎤᏅᎦᎸᏙᏗ.,uwe̋:ti ahnawó: *ù:wa:jagalv:hv́* dagwalé:la u:nv̋:gahldohdi,*He ripped* an old cloth to wash the car with.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
850.4,ᎦᏣᎦᎵᏍᎪᎢ,850,ᎦᏣᎦᎵᏍᎪᎢ,gajagalisgo’i,ga-tsa-ga-li-s-go-i,gajạgạlǐsgọ́’i,ga:jagalǐ:sgó’i,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular present habitual,,he/she rips it,,,,,,,,,,,,,,,,,,,rip,,,,gatsagalisgo’i,,,,,,,,,Sentence_for_entry_0850.m4a,ᎤᏪᏘ ᎠᎿᏬ *ᎤᏩᏣᎦᎸᎲ* ᏓᏆᎴᎳ ᎤᏅᎦᎸᏙᏗ.,uwe̋:ti ahnawó: *ù:wa:jagalv:hv́* dagwalé:la u:nv̋:gahldohdi,*He ripped* an old cloth to wash the car with.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
850.5,ᎯᏣᎦᎳ,850,ᎯᏣᎦᎳ,hijagala,hi-tsa-ga-la,hijạgạla,hi:jagala,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,imperative with animate/ inanimate direct objects,,rip it!,,,,,,,,,,,,,,,,,,,rip,,,,hitsagala,,,,,,,,,Sentence_for_entry_0850.m4a,ᎤᏪᏘ ᎠᎿᏬ *ᎤᏩᏣᎦᎸᎲ* ᏓᏆᎴᎳ ᎤᏅᎦᎸᏙᏗ.,uwe̋:ti ahnawó: *ù:wa:jagalv:hv́* dagwalé:la u:nv̋:gahldohdi,*He ripped* an old cloth to wash the car with.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
850.6,ᎤᏩᏣᎦᎸᏗ,850,ᎤᏩᏣᎦᎸᏗ,uwajagahldi,u-wa-tsa-ga-lv-di,ụwajạgạhldi,uwa:jagahldi,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular infinitive,,to rip something,,,,,,,,,,,,,,,,,,,rip,,,,uwatsagahldi,,,,,,,,,Sentence_for_entry_0850.m4a,ᎤᏪᏘ ᎠᎿᏬ *ᎤᏩᏣᎦᎸᎲ* ᏓᏆᎴᎳ ᎤᏅᎦᎸᏙᏗ.,uwe̋:ti ahnawó: *ù:wa:jagalv:hv́* dagwalé:la u:nv̋:gahldohdi,*He ripped* an old cloth to wash the car with.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
851.1,ᎦᏣᎵᎪᏍᎦ,851,ᎦᏣᎵᎪᏍᎦ,gajaligosga,ga-tsa-li-go-s-ga,gajạlịgǒsga,ga:jaligǒ:sga,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular,,he/she is scratching him/her,he/she is scratching it,,,,,,,,,,,,,,,,,,scratch,,,,gatsaligosga,,,,,,,,,Sentence_for_entry_0851.m4a,ᎦᎵᏦᏕ ᎤᏴᏍᏗ ᏳᏚᎵ ᏪᏌ‚ ᎦᎶᎯᏍᏗ *ᏕᎦᏣᎵᎪᏍᎪᎢ.*,galhjo:dé u:yv:sdi̋ yu:dúli̋ wě:sa galo:hisdi̋: *de:gá:jalgo:sgó:’i*,When the cat wants to go inside the house‚ *he scratches* on the door.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
851.2,ᏥᏯᏣᎵᎪᏍᎦ,851,ᏥᏯᏣᎵᎪᏍᎦ,jiyajaligosga,tsi-ya-tsa-li-go-s-ga,jiyajạlịgósga,ji:ya:jaligó:sga,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,1st person singular with animate object,,I’m scratching him/her,,,,,,,,,,,,,,,,,,,scratch,,,,tsiyatsaligosga,,,,,,,,,Sentence_for_entry_0851.m4a,ᎦᎵᏦᏕ ᎤᏴᏍᏗ ᏳᏚᎵ ᏪᏌ‚ ᎦᎶᎯᏍᏗ *ᏕᎦᏣᎵᎪᏍᎪᎢ.*,galhjo:dé u:yv:sdi̋ yu:dúli̋ wě:sa galo:hisdi̋: *de:gá:jalgo:sgó:’i*,When the cat wants to go inside the house‚ *he scratches* on the door.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
851.3,ᏥᏣᎵᎪᏍᎦ,851,ᏥᏣᎵᎪᏍᎦ,jijaligosga,tsi-tsa-li-go-s-ga,jijạlịgósga,ji:jaligó:sga,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,1st person singular with inanimate object,,I’m scratching it,,,,,,,,,,,,,,,,,,,scratch,,,,tsitsaligosga,,,,,,,,,Sentence_for_entry_0851.m4a,ᎦᎵᏦᏕ ᎤᏴᏍᏗ ᏳᏚᎵ ᏪᏌ‚ ᎦᎶᎯᏍᏗ *ᏕᎦᏣᎵᎪᏍᎪᎢ.*,galhjo:dé u:yv:sdi̋ yu:dúli̋ wě:sa galo:hisdi̋: *de:gá:jalgo:sgó:’i*,When the cat wants to go inside the house‚ *he scratches* on the door.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
851.4,ᎤᏩᏣᎵᎪᏒᎢ,851,ᎤᏩᏣᎵᎪᏒᎢ,uwajaligosv’i,u-wa-tsa-li-go-sv-i,ùwajạlịgǒsv́’i,ù:wa:jaligǒ:sv́:’i,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular non-progressive remote past tense,,he/she scratched him/her,he/she scratched it,,,,,,,,,,,,,,,,,,scratch,,,,uwatsaligosv’i,,,,,,,,,Sentence_for_entry_0851.m4a,ᎦᎵᏦᏕ ᎤᏴᏍᏗ ᏳᏚᎵ ᏪᏌ‚ ᎦᎶᎯᏍᏗ *ᏕᎦᏣᎵᎪᏍᎪᎢ.*,galhjo:dé u:yv:sdi̋ yu:dúli̋ wě:sa galo:hisdi̋: *de:gá:jalgo:sgó:’i*,When the cat wants to go inside the house‚ *he scratches* on the door.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
851.5,ᎦᏣᎵᎪᏍᎪᎢ,851,ᎦᏣᎵᎪᏍᎪᎢ,gajaligosgo’i,ga-tsa-li-go-s-go-i,gajạlịgǒsgọ́’i,ga:jaligǒ:sgó’i,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular present habitual,,he/she scratches him/her,he/she scratches it,,,,,,,,,,,,,,,,,,scratch,,,,gatsaligosgo’i,,,,,,,,,Sentence_for_entry_0851.m4a,ᎦᎵᏦᏕ ᎤᏴᏍᏗ ᏳᏚᎵ ᏪᏌ‚ ᎦᎶᎯᏍᏗ *ᏕᎦᏣᎵᎪᏍᎪᎢ.*,galhjo:dé u:yv:sdi̋ yu:dúli̋ wě:sa galo:hisdi̋: *de:gá:jalgo:sgó:’i*,When the cat wants to go inside the house‚ *he scratches* on the door.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
851.6,ᎯᏯᏣᎵᎪᎳ,851,ᎯᏯᏣᎵᎪᎳ,hiyajaligola,hi-ya-tsa-li-go-la,hiyajạlịgǒla,hi:ya:jaligǒ:la,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,imperative with animate direct objects,,scratch him/her!,,,,,,,,,,,,,,,,,,,scratch,,,,hiyatsaligola,,,,,,,,,Sentence_for_entry_0851.m4a,ᎦᎵᏦᏕ ᎤᏴᏍᏗ ᏳᏚᎵ ᏪᏌ‚ ᎦᎶᎯᏍᏗ *ᏕᎦᏣᎵᎪᏍᎪᎢ.*,galhjo:dé u:yv:sdi̋ yu:dúli̋ wě:sa galo:hisdi̋: *de:gá:jalgo:sgó:’i*,When the cat wants to go inside the house‚ *he scratches* on the door.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
851.7,ᎯᏣᎵᎪᎳ,851,ᎯᏣᎵᎪᎳ,hijaligola,hi-tsa-li-go-la,hijạlịgǒla,hi:jaligǒ:la,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,imperative with animate/ inanimate direct objects,,scratch it!,,,,,,,,,,,,,,,,,,,scratch,,,,hitsaligola,,,,,,,,,Sentence_for_entry_0851.m4a,ᎦᎵᏦᏕ ᎤᏴᏍᏗ ᏳᏚᎵ ᏪᏌ‚ ᎦᎶᎯᏍᏗ *ᏕᎦᏣᎵᎪᏍᎪᎢ.*,galhjo:dé u:yv:sdi̋ yu:dúli̋ wě:sa galo:hisdi̋: *de:gá:jalgo:sgó:’i*,When the cat wants to go inside the house‚ *he scratches* on the door.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
851.8,ᎤᏩᏣᎵᎪᏍᏗ,851,ᎤᏩᏣᎵᎪᏍᏗ,uwajaligosdi,u-wa-tsa-li-go-s-di,ụwajạlịgǒsdi,uwa:jaligǒ:sdi,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular infinitive,,to scratch someone,to scratch something,,,,,,,,,,,,,,,,,,scratch,,,,uwatsaligosdi,,,,,,,,,Sentence_for_entry_0851.m4a,ᎦᎵᏦᏕ ᎤᏴᏍᏗ ᏳᏚᎵ ᏪᏌ‚ ᎦᎶᎯᏍᏗ *ᏕᎦᏣᎵᎪᏍᎪᎢ.*,galhjo:dé u:yv:sdi̋ yu:dúli̋ wě:sa galo:hisdi̋: *de:gá:jalgo:sgó:’i*,When the cat wants to go inside the house‚ *he scratches* on the door.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
852.1,ᎦᏣᏄᎵ,852,ᎦᏣᏄᎵ,gajanuli,ga-tsa-nu-li,gajạnűli,ga:janű:li,adjective,ᏄᏍᏛᎢ ᎧᏃᎮᏍᎩ ,singular,,fast,,,,,,,,,,,,,,,,,,,fast,,,,gatsanuli,,,,,,,,Word_0852.1.m4a,Sentence_for_entry_0852.m4a,*ᎦᏣᏄᎵ* ᏓᏆᎴᎳ ᎤᎭ.,*ga:janű:li* dagwalé:la ù:ha,He has a *fast* car.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
853.1,ᎦᏣᏲᎯᎭ,853,ᎦᏣᏲᎯᎭ,gajayohiha,ga-tsa-yo-hi-ha,gajạyohị́ha,ga:jayo:híha,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular,,he/she is pricking him/her,he/she is pricking it,,,,,,,,he/she is giving him/her an injection,,,,,,,,,,inject,prick,,,gatsayohiha,,,,,,,,,Sentence_for_entry_0853.m4a,ᎤᏴᏜ ᏣᎩᏂᏱᏍᎬ ᎠᎦᎾᎦᏘ *ᎠᎩᏣᏲᏢᎢ.*,u:hyv:dla jà:gíni:yí:sgv̋: agánakti *à:gi:jáyo:hlv́:’i*,When I had a cold‚ a doctor *gave me an injection.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
853.2,ᏥᏯᏣᏲᎢᎭ,853,ᏥᏯᏣᏲᎢᎭ,jiyajayo’iha,tsi-ya-tsa-yo-i-ha,jiyajạyọ’ị́ha,ji:ya:jayo’íha,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,1st person singular with animate object,,I’m pricking him/her,,,,,,,,,I’m giving him/her an injection,,,,,,,,,,inject,prick,,,tsiyatsayo’iha,,,,,,,,,Sentence_for_entry_0853.m4a,ᎤᏴᏜ ᏣᎩᏂᏱᏍᎬ ᎠᎦᎾᎦᏘ *ᎠᎩᏣᏲᏢᎢ.*,u:hyv:dla jà:gíni:yí:sgv̋: agánakti *à:gi:jáyo:hlv́:’i*,When I had a cold‚ a doctor *gave me an injection.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
853.3,ᏥᏣᏲᎢᎭ,853,ᏥᏣᏲᎢᎭ,jijayo’iha,tsi-tsa-yo-i-ha,jijạyọ’ị́ha,ji:jayo’íha,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,1st person singular with inanimate object,,he/she is pricking it,,,,,,,,,,,,,,,,,,,inject,prick,,,tsitsayo’iha,,,,,,,,,Sentence_for_entry_0853.m4a,ᎤᏴᏜ ᏣᎩᏂᏱᏍᎬ ᎠᎦᎾᎦᏘ *ᎠᎩᏣᏲᏢᎢ.*,u:hyv:dla jà:gíni:yí:sgv̋: agánakti *à:gi:jáyo:hlv́:’i*,When I had a cold‚ a doctor *gave me an injection.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
853.4,ᎤᏩᏣᏲᏢᎢ,853,ᎤᏩᏣᏲᏢᎢ,uwajayohlv’i,u-wa-tsa-yo-tlv-i,ùwajạyohlv̌’i,ù:wa:jayo:hlv̌:’i,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular non-progressive remote past tense,,he/she pricked him/her,he/she pricked it,,,,,,,,he/she gave him/her an injection,,,,,,,,,,inject,prick,,,uwatsayohlv’i,,,,,,,,,Sentence_for_entry_0853.m4a,ᎤᏴᏜ ᏣᎩᏂᏱᏍᎬ ᎠᎦᎾᎦᏘ *ᎠᎩᏣᏲᏢᎢ.*,u:hyv:dla jà:gíni:yí:sgv̋: agánakti *à:gi:jáyo:hlv́:’i*,When I had a cold‚ a doctor *gave me an injection.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
853.5,ᎦᏣᏲᎯᎰᎢ,853,ᎦᏣᏲᎯᎰᎢ,gajayohiho’i,ga-tsa-yo-hi-ho-i,gajạyohịhó’i,ga:jayo:hihó:’i,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular present habitual,,he/she pricks him/her,he/she pricks it,,,,,,,,he/she gives him/her an injection,,,,,,,,,,inject,prick,,,gatsayohiho’i,,,,,,,,,Sentence_for_entry_0853.m4a,ᎤᏴᏜ ᏣᎩᏂᏱᏍᎬ ᎠᎦᎾᎦᏘ *ᎠᎩᏣᏲᏢᎢ.*,u:hyv:dla jà:gíni:yí:sgv̋: agánakti *à:gi:jáyo:hlv́:’i*,When I had a cold‚ a doctor *gave me an injection.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
853.6,ᎯᏯᏣᏲᎠ,853,ᎯᏯᏣᏲᎠ,hiyajayo’a,hi-ya-tsa-yo-a,hiyajạyọ’a,hi:ya:jayo’a,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,imperative with animate direct objects,,prick him/her!,,,,,,,,,give him/her an injection,,,,,,,,,,inject,prick,,,hiyatsayo’a,,,,,,,,,Sentence_for_entry_0853.m4a,ᎤᏴᏜ ᏣᎩᏂᏱᏍᎬ ᎠᎦᎾᎦᏘ *ᎠᎩᏣᏲᏢᎢ.*,u:hyv:dla jà:gíni:yí:sgv̋: agánakti *à:gi:jáyo:hlv́:’i*,When I had a cold‚ a doctor *gave me an injection.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
853.7,ᎯᏣᏲᎭ,853,ᎯᏣᏲᎭ,hijayoha,hi-tsa-yo-ha,hijạyǒha,hi:jayǒ:ha,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,imperative with animate/ inanimate direct objects,,prick it!,,,,,,,,,,,,,,,,,,,inject,prick,,,hitsayoha,,,,,,,,,Sentence_for_entry_0853.m4a,ᎤᏴᏜ ᏣᎩᏂᏱᏍᎬ ᎠᎦᎾᎦᏘ *ᎠᎩᏣᏲᏢᎢ.*,u:hyv:dla jà:gíni:yí:sgv̋: agánakti *à:gi:jáyo:hlv́:’i*,When I had a cold‚ a doctor *gave me an injection.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
853.8,ᎤᏩᏣᏲᏍᏗ,853,ᎤᏩᏣᏲᏍᏗ,uwajayosdi,u-wa-tsa-yo-s-di,ụwajạyosdi,uwa:jayo:sdi,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular infinitive,,to prick someone,to prick something,,,,,,,,to give someone an injection,,,,,,,,,,inject,prick,,,uwatsayosdi,,,,,,,,,Sentence_for_entry_0853.m4a,ᎤᏴᏜ ᏣᎩᏂᏱᏍᎬ ᎠᎦᎾᎦᏘ *ᎠᎩᏣᏲᏢᎢ.*,u:hyv:dla jà:gíni:yí:sgv̋: agánakti *à:gi:jáyo:hlv́:’i*,When I had a cold‚ a doctor *gave me an injection.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
854.1,ᎦᏨᏩᏍᏗᎭ,854,ᎦᏨᏩᏍᏗᎭ,gajvwasdiha,ga-tsv-wa-s-di-ha,gájvwâsdịha,gá:jv:wâ:sdiha,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular,,he/she is wringing it out,,,,,,,,,,,,,,,,,,,wring out,,,,gatsvwasdiha,,,,,,,,,Sentence_for_entry_0854.m4a,ᏚᎩᎶᎣᏂᏗ ᎠᏎ *ᏕᎦᏨᏩᏍᏗᎭᎮᏃ* ᏗᎿᏬ.,dù:hgi:ló:’ohni̋:di a:sé *de:gâ:jv:wâ:sdi:háhe:hnó:* di:hnawo,I guess she’s just about finished washing *because she is wringing* the clothes.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
854.2,ᏥᏨᏩᏍᏗᎭ,854,ᏥᏨᏩᏍᏗᎭ,jijvwasdiha,tsi-tsv-wa-s-di-ha,jíjvwâsdịha,jí:jv:wâ:sdiha,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,1st person singular with animate/ inanimate object,,I’m wringing it out,,,,,,,,,,,,,,,,,,,wring out,,,,tsitsvwasdiha,,,,,,,,,Sentence_for_entry_0854.m4a,ᏚᎩᎶᎣᏂᏗ ᎠᏎ *ᏕᎦᏨᏩᏍᏗᎭᎮᏃ* ᏗᎿᏬ.,dù:hgi:ló:’ohni̋:di a:sé *de:gâ:jv:wâ:sdi:háhe:hnó:* di:hnawo,I guess she’s just about finished washing *because she is wringing* the clothes.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
